Timestep,Region,n2oem
2994,FSU,0.34
FSU,2995,0.34
2995,FSU,0.34
FSU,2996,0.34
2996,FSU,0.34
FSU,2997,0.34
2997,FSU,0.34
FSU,2998,0.34
2998,FSU,0.34
FSU,2999,0.34
2999,FSU,0.34
FSU,3000,0.34
3000,FSU,0.34
MDE,1950,0.02
1950,MDE,0.02
MDE,1951,0.02
1951,MDE,0.02
MDE,1952,0.02
1952,MDE,0.02
MDE,1953,0.02
1953,MDE,0.02
MDE,1954,0.02
1954,MDE,0.02
MDE,1955,0.02
1955,MDE,0.02
MDE,1956,0.02
1956,MDE,0.02
MDE,1957,0.02
1957,MDE,0.02
MDE,1958,0.02
1958,MDE,0.02
MDE,1959,0.02
1959,MDE,0.02
MDE,1960,0.04
1960,MDE,0.04
MDE,1961,0.04
1961,MDE,0.04
MDE,1962,0.04
1962,MDE,0.04
MDE,1963,0.04
1963,MDE,0.04
MDE,1964,0.04
1964,MDE,0.04
MDE,1965,0.04
1965,MDE,0.04
MDE,1966,0.04
1966,MDE,0.04
MDE,1967,0.04
1967,MDE,0.04
MDE,1968,0.04
1968,MDE,0.04
MDE,1969,0.04
1969,MDE,0.04
MDE,1970,0.06
1970,MDE,0.06
MDE,1971,0.06
1971,MDE,0.06
MDE,1972,0.06
1972,MDE,0.06
MDE,1973,0.06
1973,MDE,0.06
MDE,1974,0.06
1974,MDE,0.06
MDE,1975,0.06
1975,MDE,0.06
MDE,1976,0.06
1976,MDE,0.06
MDE,1977,0.06
1977,MDE,0.06
MDE,1978,0.06
1978,MDE,0.06
MDE,1979,0.06
1979,MDE,0.06
MDE,1980,0.1
1980,MDE,0.1
MDE,1981,0.1
1981,MDE,0.1
MDE,1982,0.1
1982,MDE,0.1
MDE,1983,0.1
1983,MDE,0.1
MDE,1984,0.1
1984,MDE,0.1
MDE,1985,0.1
1985,MDE,0.1
MDE,1986,0.1
1986,MDE,0.1
MDE,1987,0.1
1987,MDE,0.1
MDE,1988,0.1
1988,MDE,0.1
MDE,1989,0.1
1989,MDE,0.1
MDE,1990,0.11
1990,MDE,0.11
MDE,1991,0.11
1991,MDE,0.11
MDE,1992,0.11
1992,MDE,0.11
MDE,1993,0.11
1993,MDE,0.11
MDE,1994,0.12
1994,MDE,0.12
MDE,1995,0.12
1995,MDE,0.12
MDE,1996,0.12
1996,MDE,0.12
MDE,1997,0.13
1997,MDE,0.13
MDE,1998,0.13
1998,MDE,0.13
MDE,1999,0.13
1999,MDE,0.13
MDE,2000,0.13
2000,MDE,0.13
MDE,2001,0.14
2001,MDE,0.14
MDE,2002,0.14
2002,MDE,0.14
MDE,2003,0.15
2003,MDE,0.15
MDE,2004,0.15
2004,MDE,0.15
MDE,2005,0.15
2005,MDE,0.15
MDE,2006,0.16
2006,MDE,0.16
MDE,2007,0.16
2007,MDE,0.16
MDE,2008,0.17
2008,MDE,0.17
MDE,2009,0.17
2009,MDE,0.17
MDE,2010,0.18
2010,MDE,0.18
MDE,2011,0.18
2011,MDE,0.18
MDE,2012,0.18
2012,MDE,0.18
MDE,2013,0.19
2013,MDE,0.19
MDE,2014,0.19
2014,MDE,0.19
MDE,2015,0.19
2015,MDE,0.19
MDE,2016,0.19
2016,MDE,0.19
MDE,2017,0.2
2017,MDE,0.2
MDE,2018,0.2
2018,MDE,0.2
MDE,2019,0.21
2019,MDE,0.21
MDE,2020,0.21
2020,MDE,0.21
MDE,2021,0.21
2021,MDE,0.21
MDE,2022,0.22
2022,MDE,0.22
MDE,2023,0.22
2023,MDE,0.22
MDE,2024,0.23
2024,MDE,0.23
MDE,2025,0.23
2025,MDE,0.23
MDE,2026,0.24
2026,MDE,0.24
MDE,2027,0.24
2027,MDE,0.24
MDE,2028,0.25
2028,MDE,0.25
MDE,2029,0.25
2029,MDE,0.25
MDE,2030,0.26
2030,MDE,0.26
MDE,2031,0.26
2031,MDE,0.26
MDE,2032,0.27
2032,MDE,0.27
MDE,2033,0.27
2033,MDE,0.27
MDE,2034,0.27
2034,MDE,0.27
MDE,2035,0.27
2035,MDE,0.27
MDE,2036,0.28
2036,MDE,0.28
MDE,2037,0.28
2037,MDE,0.28
MDE,2038,0.28
2038,MDE,0.28
MDE,2039,0.28
2039,MDE,0.28
MDE,2040,0.28
2040,MDE,0.28
MDE,2041,0.29
2041,MDE,0.29
MDE,2042,0.29
2042,MDE,0.29
MDE,2043,0.29
2043,MDE,0.29
MDE,2044,0.29
2044,MDE,0.29
MDE,2045,0.29
2045,MDE,0.29
MDE,2046,0.29
2046,MDE,0.29
MDE,2047,0.3
2047,MDE,0.3
MDE,2048,0.3
2048,MDE,0.3
MDE,2049,0.3
2049,MDE,0.3
MDE,2050,0.3
2050,MDE,0.3
MDE,2051,0.3
2051,MDE,0.3
MDE,2052,0.3
2052,MDE,0.3
MDE,2053,0.3
2053,MDE,0.3
MDE,2054,0.3
2054,MDE,0.3
MDE,2055,0.3
2055,MDE,0.3
MDE,2056,0.31
2056,MDE,0.31
MDE,2057,0.31
2057,MDE,0.31
MDE,2058,0.31
2058,MDE,0.31
MDE,2059,0.31
2059,MDE,0.31
MDE,2060,0.31
2060,MDE,0.31
MDE,2061,0.31
2061,MDE,0.31
MDE,2062,0.32
2062,MDE,0.32
MDE,2063,0.32
2063,MDE,0.32
MDE,2064,0.32
2064,MDE,0.32
MDE,2065,0.32
2065,MDE,0.32
MDE,2066,0.32
2066,MDE,0.32
MDE,2067,0.32
2067,MDE,0.32
MDE,2068,0.32
2068,MDE,0.32
MDE,2069,0.32
2069,MDE,0.32
MDE,2070,0.32
2070,MDE,0.32
MDE,2071,0.33
2071,MDE,0.33
MDE,2072,0.33
2072,MDE,0.33
MDE,2073,0.33
2073,MDE,0.33
MDE,2074,0.33
2074,MDE,0.33
MDE,2075,0.33
2075,MDE,0.33
MDE,2076,0.33
2076,MDE,0.33
MDE,2077,0.33
2077,MDE,0.33
MDE,2078,0.33
2078,MDE,0.33
MDE,2079,0.34
2079,MDE,0.34
MDE,2080,0.33
2080,MDE,0.33
MDE,2081,0.34
2081,MDE,0.34
MDE,2082,0.34
2082,MDE,0.34
MDE,2083,0.34
2083,MDE,0.34
MDE,2084,0.34
2084,MDE,0.34
MDE,2085,0.34
2085,MDE,0.34
MDE,2086,0.34
2086,MDE,0.34
MDE,2087,0.34
2087,MDE,0.34
MDE,2088,0.34
2088,MDE,0.34
MDE,2089,0.34
2089,MDE,0.34
MDE,2090,0.34
2090,MDE,0.34
MDE,2091,0.35
2091,MDE,0.35
MDE,2092,0.35
2092,MDE,0.35
MDE,2093,0.35
2093,MDE,0.35
MDE,2094,0.35
2094,MDE,0.35
MDE,2095,0.34
2095,MDE,0.34
MDE,2096,0.35
2096,MDE,0.35
MDE,2097,0.35
2097,MDE,0.35
MDE,2098,0.35
2098,MDE,0.35
MDE,2099,0.35
2099,MDE,0.35
MDE,2100,0.34
2100,MDE,0.34
MDE,2101,0.34
2101,MDE,0.34
MDE,2102,0.34
2102,MDE,0.34
MDE,2103,0.34
2103,MDE,0.34
MDE,2104,0.34
2104,MDE,0.34
MDE,2105,0.34
2105,MDE,0.34
MDE,2106,0.34
2106,MDE,0.34
MDE,2107,0.34
2107,MDE,0.34
MDE,2108,0.34
2108,MDE,0.34
MDE,2109,0.34
2109,MDE,0.34
MDE,2110,0.34
2110,MDE,0.34
MDE,2111,0.34
2111,MDE,0.34
MDE,2112,0.34
2112,MDE,0.34
MDE,2113,0.35
2113,MDE,0.35
MDE,2114,0.35
2114,MDE,0.35
MDE,2115,0.35
2115,MDE,0.35
MDE,2116,0.35
2116,MDE,0.35
MDE,2117,0.35
2117,MDE,0.35
MDE,2118,0.35
2118,MDE,0.35
MDE,2119,0.35
2119,MDE,0.35
MDE,2120,0.35
2120,MDE,0.35
MDE,2121,0.35
2121,MDE,0.35
MDE,2122,0.35
2122,MDE,0.35
MDE,2123,0.35
2123,MDE,0.35
MDE,2124,0.35
2124,MDE,0.35
MDE,2125,0.35
2125,MDE,0.35
MDE,2126,0.35
2126,MDE,0.35
MDE,2127,0.35
2127,MDE,0.35
MDE,2128,0.35
2128,MDE,0.35
MDE,2129,0.35
2129,MDE,0.35
MDE,2130,0.35
2130,MDE,0.35
MDE,2131,0.35
2131,MDE,0.35
MDE,2132,0.35
2132,MDE,0.35
MDE,2133,0.35
2133,MDE,0.35
MDE,2134,0.35
2134,MDE,0.35
MDE,2135,0.35
2135,MDE,0.35
MDE,2136,0.35
2136,MDE,0.35
MDE,2137,0.35
2137,MDE,0.35
MDE,2138,0.35
2138,MDE,0.35
MDE,2139,0.35
2139,MDE,0.35
MDE,2140,0.35
2140,MDE,0.35
MDE,2141,0.35
2141,MDE,0.35
MDE,2142,0.35
2142,MDE,0.35
MDE,2143,0.35
2143,MDE,0.35
MDE,2144,0.35
2144,MDE,0.35
MDE,2145,0.35
2145,MDE,0.35
MDE,2146,0.35
2146,MDE,0.35
MDE,2147,0.35
2147,MDE,0.35
MDE,2148,0.35
2148,MDE,0.35
MDE,2149,0.35
2149,MDE,0.35
MDE,2150,0.35
2150,MDE,0.35
MDE,2151,0.35
2151,MDE,0.35
MDE,2152,0.35
2152,MDE,0.35
MDE,2153,0.35
2153,MDE,0.35
MDE,2154,0.35
2154,MDE,0.35
MDE,2155,0.35
2155,MDE,0.35
MDE,2156,0.35
2156,MDE,0.35
MDE,2157,0.35
2157,MDE,0.35
MDE,2158,0.35
2158,MDE,0.35
MDE,2159,0.35
2159,MDE,0.35
MDE,2160,0.35
2160,MDE,0.35
MDE,2161,0.35
2161,MDE,0.35
MDE,2162,0.35
2162,MDE,0.35
MDE,2163,0.35
2163,MDE,0.35
MDE,2164,0.36
2164,MDE,0.36
MDE,2165,0.36
2165,MDE,0.36
MDE,2166,0.36
2166,MDE,0.36
MDE,2167,0.36
2167,MDE,0.36
MDE,2168,0.36
2168,MDE,0.36
MDE,2169,0.36
2169,MDE,0.36
MDE,2170,0.36
2170,MDE,0.36
MDE,2171,0.36
2171,MDE,0.36
MDE,2172,0.36
2172,MDE,0.36
MDE,2173,0.36
2173,MDE,0.36
MDE,2174,0.36
2174,MDE,0.36
MDE,2175,0.36
2175,MDE,0.36
MDE,2176,0.36
2176,MDE,0.36
MDE,2177,0.36
2177,MDE,0.36
MDE,2178,0.36
2178,MDE,0.36
MDE,2179,0.36
2179,MDE,0.36
MDE,2180,0.36
2180,MDE,0.36
MDE,2181,0.36
2181,MDE,0.36
MDE,2182,0.36
2182,MDE,0.36
MDE,2183,0.36
2183,MDE,0.36
MDE,2184,0.36
2184,MDE,0.36
MDE,2185,0.36
2185,MDE,0.36
MDE,2186,0.36
2186,MDE,0.36
MDE,2187,0.36
2187,MDE,0.36
MDE,2188,0.36
2188,MDE,0.36
MDE,2189,0.36
2189,MDE,0.36
MDE,2190,0.36
2190,MDE,0.36
MDE,2191,0.36
2191,MDE,0.36
MDE,2192,0.36
2192,MDE,0.36
MDE,2193,0.36
2193,MDE,0.36
MDE,2194,0.36
2194,MDE,0.36
MDE,2195,0.36
2195,MDE,0.36
MDE,2196,0.36
2196,MDE,0.36
MDE,2197,0.36
2197,MDE,0.36
MDE,2198,0.36
2198,MDE,0.36
MDE,2199,0.36
2199,MDE,0.36
MDE,2200,0.36
2200,MDE,0.36
MDE,2201,0.36
2201,MDE,0.36
MDE,2202,0.36
2202,MDE,0.36
MDE,2203,0.36
2203,MDE,0.36
MDE,2204,0.36
2204,MDE,0.36
MDE,2205,0.36
2205,MDE,0.36
MDE,2206,0.36
2206,MDE,0.36
MDE,2207,0.36
2207,MDE,0.36
MDE,2208,0.36
2208,MDE,0.36
MDE,2209,0.36
2209,MDE,0.36
MDE,2210,0.36
2210,MDE,0.36
MDE,2211,0.36
2211,MDE,0.36
MDE,2212,0.36
2212,MDE,0.36
MDE,2213,0.36
2213,MDE,0.36
MDE,2214,0.36
2214,MDE,0.36
MDE,2215,0.36
2215,MDE,0.36
MDE,2216,0.36
2216,MDE,0.36
MDE,2217,0.36
2217,MDE,0.36
MDE,2218,0.36
2218,MDE,0.36
MDE,2219,0.36
2219,MDE,0.36
MDE,2220,0.36
2220,MDE,0.36
MDE,2221,0.36
2221,MDE,0.36
MDE,2222,0.36
2222,MDE,0.36
MDE,2223,0.36
2223,MDE,0.36
MDE,2224,0.37
2224,MDE,0.37
MDE,2225,0.37
2225,MDE,0.37
MDE,2226,0.37
2226,MDE,0.37
MDE,2227,0.37
2227,MDE,0.37
MDE,2228,0.37
2228,MDE,0.37
MDE,2229,0.37
2229,MDE,0.37
MDE,2230,0.37
2230,MDE,0.37
MDE,2231,0.37
2231,MDE,0.37
MDE,2232,0.37
2232,MDE,0.37
MDE,2233,0.37
2233,MDE,0.37
MDE,2234,0.37
2234,MDE,0.37
MDE,2235,0.37
2235,MDE,0.37
MDE,2236,0.37
2236,MDE,0.37
MDE,2237,0.37
2237,MDE,0.37
MDE,2238,0.37
2238,MDE,0.37
MDE,2239,0.37
2239,MDE,0.37
MDE,2240,0.37
2240,MDE,0.37
MDE,2241,0.37
2241,MDE,0.37
MDE,2242,0.37
2242,MDE,0.37
MDE,2243,0.37
2243,MDE,0.37
MDE,2244,0.37
2244,MDE,0.37
MDE,2245,0.37
2245,MDE,0.37
MDE,2246,0.37
2246,MDE,0.37
MDE,2247,0.37
2247,MDE,0.37
MDE,2248,0.37
2248,MDE,0.37
MDE,2249,0.37
2249,MDE,0.37
MDE,2250,0.37
2250,MDE,0.37
MDE,2251,0.37
2251,MDE,0.37
MDE,2252,0.37
2252,MDE,0.37
MDE,2253,0.37
2253,MDE,0.37
MDE,2254,0.37
2254,MDE,0.37
MDE,2255,0.37
2255,MDE,0.37
MDE,2256,0.37
2256,MDE,0.37
MDE,2257,0.37
2257,MDE,0.37
MDE,2258,0.37
2258,MDE,0.37
MDE,2259,0.37
2259,MDE,0.37
MDE,2260,0.37
2260,MDE,0.37
MDE,2261,0.37
2261,MDE,0.37
MDE,2262,0.37
2262,MDE,0.37
MDE,2263,0.37
2263,MDE,0.37
MDE,2264,0.37
2264,MDE,0.37
MDE,2265,0.37
2265,MDE,0.37
MDE,2266,0.37
2266,MDE,0.37
MDE,2267,0.37
2267,MDE,0.37
MDE,2268,0.37
2268,MDE,0.37
MDE,2269,0.37
2269,MDE,0.37
MDE,2270,0.37
2270,MDE,0.37
MDE,2271,0.38
2271,MDE,0.38
MDE,2272,0.38
2272,MDE,0.38
MDE,2273,0.38
2273,MDE,0.38
MDE,2274,0.38
2274,MDE,0.38
MDE,2275,0.38
2275,MDE,0.38
MDE,2276,0.38
2276,MDE,0.38
MDE,2277,0.38
2277,MDE,0.38
MDE,2278,0.38
2278,MDE,0.38
MDE,2279,0.38
2279,MDE,0.38
MDE,2280,0.38
2280,MDE,0.38
MDE,2281,0.38
2281,MDE,0.38
MDE,2282,0.38
2282,MDE,0.38
MDE,2283,0.38
2283,MDE,0.38
MDE,2284,0.38
2284,MDE,0.38
MDE,2285,0.38
2285,MDE,0.38
MDE,2286,0.38
2286,MDE,0.38
MDE,2287,0.38
2287,MDE,0.38
MDE,2288,0.38
2288,MDE,0.38
MDE,2289,0.38
2289,MDE,0.38
MDE,2290,0.38
2290,MDE,0.38
MDE,2291,0.38
2291,MDE,0.38
MDE,2292,0.38
2292,MDE,0.38
MDE,2293,0.38
2293,MDE,0.38
MDE,2294,0.38
2294,MDE,0.38
MDE,2295,0.38
2295,MDE,0.38
MDE,2296,0.38
2296,MDE,0.38
MDE,2297,0.38
2297,MDE,0.38
MDE,2298,0.38
2298,MDE,0.38
MDE,2299,0.38
2299,MDE,0.38
MDE,2300,0.38
2300,MDE,0.38
MDE,2301,0.38
2301,MDE,0.38
MDE,2302,0.38
2302,MDE,0.38
MDE,2303,0.38
2303,MDE,0.38
MDE,2304,0.38
2304,MDE,0.38
MDE,2305,0.38
2305,MDE,0.38
MDE,2306,0.38
2306,MDE,0.38
MDE,2307,0.38
2307,MDE,0.38
MDE,2308,0.38
2308,MDE,0.38
MDE,2309,0.38
2309,MDE,0.38
MDE,2310,0.38
2310,MDE,0.38
MDE,2311,0.38
2311,MDE,0.38
MDE,2312,0.38
2312,MDE,0.38
MDE,2313,0.38
2313,MDE,0.38
MDE,2314,0.38
2314,MDE,0.38
MDE,2315,0.38
2315,MDE,0.38
MDE,2316,0.38
2316,MDE,0.38
MDE,2317,0.38
2317,MDE,0.38
MDE,2318,0.38
2318,MDE,0.38
MDE,2319,0.38
2319,MDE,0.38
MDE,2320,0.38
2320,MDE,0.38
MDE,2321,0.38
2321,MDE,0.38
MDE,2322,0.38
2322,MDE,0.38
MDE,2323,0.38
2323,MDE,0.38
MDE,2324,0.38
2324,MDE,0.38
MDE,2325,0.38
2325,MDE,0.38
MDE,2326,0.38
2326,MDE,0.38
MDE,2327,0.38
2327,MDE,0.38
MDE,2328,0.38
2328,MDE,0.38
MDE,2329,0.38
2329,MDE,0.38
MDE,2330,0.38
2330,MDE,0.38
MDE,2331,0.38
2331,MDE,0.38
MDE,2332,0.38
2332,MDE,0.38
MDE,2333,0.38
2333,MDE,0.38
MDE,2334,0.38
2334,MDE,0.38
MDE,2335,0.38
2335,MDE,0.38
MDE,2336,0.38
2336,MDE,0.38
MDE,2337,0.38
2337,MDE,0.38
MDE,2338,0.38
2338,MDE,0.38
MDE,2339,0.38
2339,MDE,0.38
MDE,2340,0.38
2340,MDE,0.38
MDE,2341,0.38
2341,MDE,0.38
MDE,2342,0.38
2342,MDE,0.38
MDE,2343,0.38
2343,MDE,0.38
MDE,2344,0.38
2344,MDE,0.38
MDE,2345,0.38
2345,MDE,0.38
MDE,2346,0.38
2346,MDE,0.38
MDE,2347,0.38
2347,MDE,0.38
MDE,2348,0.38
2348,MDE,0.38
MDE,2349,0.38
2349,MDE,0.38
MDE,2350,0.38
2350,MDE,0.38
MDE,2351,0.38
2351,MDE,0.38
MDE,2352,0.38
2352,MDE,0.38
MDE,2353,0.38
2353,MDE,0.38
MDE,2354,0.38
2354,MDE,0.38
MDE,2355,0.38
2355,MDE,0.38
MDE,2356,0.38
2356,MDE,0.38
MDE,2357,0.38
2357,MDE,0.38
MDE,2358,0.38
2358,MDE,0.38
MDE,2359,0.38
2359,MDE,0.38
MDE,2360,0.38
2360,MDE,0.38
MDE,2361,0.38
2361,MDE,0.38
MDE,2362,0.38
2362,MDE,0.38
MDE,2363,0.38
2363,MDE,0.38
MDE,2364,0.38
2364,MDE,0.38
MDE,2365,0.38
2365,MDE,0.38
MDE,2366,0.38
2366,MDE,0.38
MDE,2367,0.38
2367,MDE,0.38
MDE,2368,0.38
2368,MDE,0.38
MDE,2369,0.38
2369,MDE,0.38
MDE,2370,0.38
2370,MDE,0.38
MDE,2371,0.38
2371,MDE,0.38
MDE,2372,0.38
2372,MDE,0.38
MDE,2373,0.38
2373,MDE,0.38
MDE,2374,0.38
2374,MDE,0.38
MDE,2375,0.38
2375,MDE,0.38
MDE,2376,0.38
2376,MDE,0.38
MDE,2377,0.38
2377,MDE,0.38
MDE,2378,0.38
2378,MDE,0.38
MDE,2379,0.38
2379,MDE,0.38
MDE,2380,0.38
2380,MDE,0.38
MDE,2381,0.38
2381,MDE,0.38
MDE,2382,0.38
2382,MDE,0.38
MDE,2383,0.38
2383,MDE,0.38
MDE,2384,0.38
2384,MDE,0.38
MDE,2385,0.38
2385,MDE,0.38
MDE,2386,0.38
2386,MDE,0.38
MDE,2387,0.38
2387,MDE,0.38
MDE,2388,0.38
2388,MDE,0.38
MDE,2389,0.38
2389,MDE,0.38
MDE,2390,0.38
2390,MDE,0.38
MDE,2391,0.38
2391,MDE,0.38
MDE,2392,0.38
2392,MDE,0.38
MDE,2393,0.38
2393,MDE,0.38
MDE,2394,0.38
2394,MDE,0.38
MDE,2395,0.38
2395,MDE,0.38
MDE,2396,0.38
2396,MDE,0.38
MDE,2397,0.38
2397,MDE,0.38
MDE,2398,0.38
2398,MDE,0.38
MDE,2399,0.38
2399,MDE,0.38
MDE,2400,0.38
2400,MDE,0.38
MDE,2401,0.38
2401,MDE,0.38
MDE,2402,0.38
2402,MDE,0.38
MDE,2403,0.38
2403,MDE,0.38
MDE,2404,0.38
2404,MDE,0.38
MDE,2405,0.38
2405,MDE,0.38
MDE,2406,0.38
2406,MDE,0.38
MDE,2407,0.38
2407,MDE,0.38
MDE,2408,0.38
2408,MDE,0.38
MDE,2409,0.38
2409,MDE,0.38
MDE,2410,0.38
2410,MDE,0.38
MDE,2411,0.38
2411,MDE,0.38
MDE,2412,0.38
2412,MDE,0.38
MDE,2413,0.38
2413,MDE,0.38
MDE,2414,0.38
2414,MDE,0.38
MDE,2415,0.38
2415,MDE,0.38
MDE,2416,0.38
2416,MDE,0.38
MDE,2417,0.38
2417,MDE,0.38
MDE,2418,0.38
2418,MDE,0.38
MDE,2419,0.38
2419,MDE,0.38
MDE,2420,0.38
2420,MDE,0.38
MDE,2421,0.38
2421,MDE,0.38
MDE,2422,0.38
2422,MDE,0.38
MDE,2423,0.38
2423,MDE,0.38
MDE,2424,0.38
2424,MDE,0.38
MDE,2425,0.38
2425,MDE,0.38
MDE,2426,0.38
2426,MDE,0.38
MDE,2427,0.38
2427,MDE,0.38
MDE,2428,0.38
2428,MDE,0.38
MDE,2429,0.38
2429,MDE,0.38
MDE,2430,0.38
2430,MDE,0.38
MDE,2431,0.38
2431,MDE,0.38
MDE,2432,0.38
2432,MDE,0.38
MDE,2433,0.38
2433,MDE,0.38
MDE,2434,0.38
2434,MDE,0.38
MDE,2435,0.38
2435,MDE,0.38
MDE,2436,0.38
2436,MDE,0.38
MDE,2437,0.38
2437,MDE,0.38
MDE,2438,0.38
2438,MDE,0.38
MDE,2439,0.38
2439,MDE,0.38
MDE,2440,0.38
2440,MDE,0.38
MDE,2441,0.38
2441,MDE,0.38
MDE,2442,0.38
2442,MDE,0.38
MDE,2443,0.38
2443,MDE,0.38
MDE,2444,0.38
2444,MDE,0.38
MDE,2445,0.38
2445,MDE,0.38
MDE,2446,0.38
2446,MDE,0.38
MDE,2447,0.38
2447,MDE,0.38
MDE,2448,0.38
2448,MDE,0.38
MDE,2449,0.38
2449,MDE,0.38
MDE,2450,0.38
2450,MDE,0.38
MDE,2451,0.38
2451,MDE,0.38
MDE,2452,0.38
2452,MDE,0.38
MDE,2453,0.38
2453,MDE,0.38
MDE,2454,0.38
2454,MDE,0.38
MDE,2455,0.38
2455,MDE,0.38
MDE,2456,0.38
2456,MDE,0.38
MDE,2457,0.38
2457,MDE,0.38
MDE,2458,0.38
2458,MDE,0.38
MDE,2459,0.38
2459,MDE,0.38
MDE,2460,0.38
2460,MDE,0.38
MDE,2461,0.38
2461,MDE,0.38
MDE,2462,0.38
2462,MDE,0.38
MDE,2463,0.38
2463,MDE,0.38
MDE,2464,0.38
2464,MDE,0.38
MDE,2465,0.38
2465,MDE,0.38
MDE,2466,0.38
2466,MDE,0.38
MDE,2467,0.38
2467,MDE,0.38
MDE,2468,0.38
2468,MDE,0.38
MDE,2469,0.38
2469,MDE,0.38
MDE,2470,0.38
2470,MDE,0.38
MDE,2471,0.38
2471,MDE,0.38
MDE,2472,0.38
2472,MDE,0.38
MDE,2473,0.38
2473,MDE,0.38
MDE,2474,0.38
2474,MDE,0.38
MDE,2475,0.38
2475,MDE,0.38
MDE,2476,0.38
2476,MDE,0.38
MDE,2477,0.38
2477,MDE,0.38
MDE,2478,0.38
2478,MDE,0.38
MDE,2479,0.38
2479,MDE,0.38
MDE,2480,0.38
2480,MDE,0.38
MDE,2481,0.38
2481,MDE,0.38
MDE,2482,0.38
2482,MDE,0.38
MDE,2483,0.38
2483,MDE,0.38
MDE,2484,0.38
2484,MDE,0.38
MDE,2485,0.38
2485,MDE,0.38
MDE,2486,0.38
2486,MDE,0.38
MDE,2487,0.38
2487,MDE,0.38
MDE,2488,0.38
2488,MDE,0.38
MDE,2489,0.38
2489,MDE,0.38
MDE,2490,0.38
2490,MDE,0.38
MDE,2491,0.38
2491,MDE,0.38
MDE,2492,0.38
2492,MDE,0.38
MDE,2493,0.38
2493,MDE,0.38
MDE,2494,0.38
2494,MDE,0.38
MDE,2495,0.38
2495,MDE,0.38
MDE,2496,0.38
2496,MDE,0.38
MDE,2497,0.38
2497,MDE,0.38
MDE,2498,0.38
2498,MDE,0.38
MDE,2499,0.38
2499,MDE,0.38
MDE,2500,0.38
2500,MDE,0.38
MDE,2501,0.38
2501,MDE,0.38
MDE,2502,0.38
2502,MDE,0.38
MDE,2503,0.38
2503,MDE,0.38
MDE,2504,0.38
2504,MDE,0.38
MDE,2505,0.38
2505,MDE,0.38
MDE,2506,0.38
2506,MDE,0.38
MDE,2507,0.38
2507,MDE,0.38
MDE,2508,0.38
2508,MDE,0.38
MDE,2509,0.38
2509,MDE,0.38
MDE,2510,0.38
2510,MDE,0.38
MDE,2511,0.38
2511,MDE,0.38
MDE,2512,0.38
2512,MDE,0.38
MDE,2513,0.38
2513,MDE,0.38
MDE,2514,0.38
2514,MDE,0.38
MDE,2515,0.38
2515,MDE,0.38
MDE,2516,0.38
2516,MDE,0.38
MDE,2517,0.38
2517,MDE,0.38
MDE,2518,0.38
2518,MDE,0.38
MDE,2519,0.38
2519,MDE,0.38
MDE,2520,0.38
2520,MDE,0.38
MDE,2521,0.38
2521,MDE,0.38
MDE,2522,0.38
2522,MDE,0.38
MDE,2523,0.38
2523,MDE,0.38
MDE,2524,0.38
2524,MDE,0.38
MDE,2525,0.38
2525,MDE,0.38
MDE,2526,0.38
2526,MDE,0.38
MDE,2527,0.38
2527,MDE,0.38
MDE,2528,0.38
2528,MDE,0.38
MDE,2529,0.38
2529,MDE,0.38
MDE,2530,0.38
2530,MDE,0.38
MDE,2531,0.38
2531,MDE,0.38
MDE,2532,0.38
2532,MDE,0.38
MDE,2533,0.38
2533,MDE,0.38
MDE,2534,0.38
2534,MDE,0.38
MDE,2535,0.38
2535,MDE,0.38
MDE,2536,0.38
2536,MDE,0.38
MDE,2537,0.38
2537,MDE,0.38
MDE,2538,0.38
2538,MDE,0.38
MDE,2539,0.38
2539,MDE,0.38
MDE,2540,0.38
2540,MDE,0.38
MDE,2541,0.38
2541,MDE,0.38
MDE,2542,0.38
2542,MDE,0.38
MDE,2543,0.38
2543,MDE,0.38
MDE,2544,0.38
2544,MDE,0.38
MDE,2545,0.38
2545,MDE,0.38
MDE,2546,0.38
2546,MDE,0.38
MDE,2547,0.38
2547,MDE,0.38
MDE,2548,0.38
2548,MDE,0.38
MDE,2549,0.38
2549,MDE,0.38
MDE,2550,0.38
2550,MDE,0.38
MDE,2551,0.38
2551,MDE,0.38
MDE,2552,0.38
2552,MDE,0.38
MDE,2553,0.38
2553,MDE,0.38
MDE,2554,0.38
2554,MDE,0.38
MDE,2555,0.38
2555,MDE,0.38
MDE,2556,0.38
2556,MDE,0.38
MDE,2557,0.38
2557,MDE,0.38
MDE,2558,0.38
2558,MDE,0.38
MDE,2559,0.38
2559,MDE,0.38
MDE,2560,0.38
2560,MDE,0.38
MDE,2561,0.38
2561,MDE,0.38
MDE,2562,0.38
2562,MDE,0.38
MDE,2563,0.38
2563,MDE,0.38
MDE,2564,0.38
2564,MDE,0.38
MDE,2565,0.38
2565,MDE,0.38
MDE,2566,0.38
2566,MDE,0.38
MDE,2567,0.38
2567,MDE,0.38
MDE,2568,0.38
2568,MDE,0.38
MDE,2569,0.38
2569,MDE,0.38
MDE,2570,0.38
2570,MDE,0.38
MDE,2571,0.38
2571,MDE,0.38
MDE,2572,0.38
2572,MDE,0.38
MDE,2573,0.38
2573,MDE,0.38
MDE,2574,0.38
2574,MDE,0.38
MDE,2575,0.38
2575,MDE,0.38
MDE,2576,0.38
2576,MDE,0.38
MDE,2577,0.38
2577,MDE,0.38
MDE,2578,0.38
2578,MDE,0.38
