Timestep,Region,pgrowth
2501,ANZ,0
ANZ,2502,0
2502,ANZ,0
ANZ,2503,0
2503,ANZ,0
ANZ,2504,0
2504,ANZ,0
ANZ,2505,0
2505,ANZ,0
ANZ,2506,0
2506,ANZ,0
ANZ,2507,0
2507,ANZ,0
ANZ,2508,0
2508,ANZ,0
ANZ,2509,0
2509,ANZ,0
ANZ,2510,0
2510,ANZ,0
ANZ,2511,0
2511,ANZ,0
ANZ,2512,0
2512,ANZ,0
ANZ,2513,0
2513,ANZ,0
ANZ,2514,0
2514,ANZ,0
ANZ,2515,0
2515,ANZ,0
ANZ,2516,0
2516,ANZ,0
ANZ,2517,0
2517,ANZ,0
ANZ,2518,0
2518,ANZ,0
ANZ,2519,0
2519,ANZ,0
ANZ,2520,0
2520,ANZ,0
ANZ,2521,0
2521,ANZ,0
ANZ,2522,0
2522,ANZ,0
ANZ,2523,0
2523,ANZ,0
ANZ,2524,0
2524,ANZ,0
ANZ,2525,0
2525,ANZ,0
ANZ,2526,0
2526,ANZ,0
ANZ,2527,0
2527,ANZ,0
ANZ,2528,0
2528,ANZ,0
ANZ,2529,0
2529,ANZ,0
ANZ,2530,0
2530,ANZ,0
ANZ,2531,0
2531,ANZ,0
ANZ,2532,0
2532,ANZ,0
ANZ,2533,0
2533,ANZ,0
ANZ,2534,0
2534,ANZ,0
ANZ,2535,0
2535,ANZ,0
ANZ,2536,0
2536,ANZ,0
ANZ,2537,0
2537,ANZ,0
ANZ,2538,0
2538,ANZ,0
ANZ,2539,0
2539,ANZ,0
ANZ,2540,0
2540,ANZ,0
ANZ,2541,0
2541,ANZ,0
ANZ,2542,0
2542,ANZ,0
ANZ,2543,0
2543,ANZ,0
ANZ,2544,0
2544,ANZ,0
ANZ,2545,0
2545,ANZ,0
ANZ,2546,0
2546,ANZ,0
ANZ,2547,0
2547,ANZ,0
ANZ,2548,0
2548,ANZ,0
ANZ,2549,0
2549,ANZ,0
ANZ,2550,0
2550,ANZ,0
ANZ,2551,0
2551,ANZ,0
ANZ,2552,0
2552,ANZ,0
ANZ,2553,0
2553,ANZ,0
ANZ,2554,0
2554,ANZ,0
ANZ,2555,0
2555,ANZ,0
ANZ,2556,0
2556,ANZ,0
ANZ,2557,0
2557,ANZ,0
ANZ,2558,0
2558,ANZ,0
ANZ,2559,0
2559,ANZ,0
ANZ,2560,0
2560,ANZ,0
ANZ,2561,0
2561,ANZ,0
ANZ,2562,0
2562,ANZ,0
ANZ,2563,0
2563,ANZ,0
ANZ,2564,0
2564,ANZ,0
ANZ,2565,0
2565,ANZ,0
ANZ,2566,0
2566,ANZ,0
ANZ,2567,0
2567,ANZ,0
ANZ,2568,0
2568,ANZ,0
ANZ,2569,0
2569,ANZ,0
ANZ,2570,0
2570,ANZ,0
ANZ,2571,0
2571,ANZ,0
ANZ,2572,0
2572,ANZ,0
ANZ,2573,0
2573,ANZ,0
ANZ,2574,0
2574,ANZ,0
ANZ,2575,0
2575,ANZ,0
ANZ,2576,0
2576,ANZ,0
ANZ,2577,0
2577,ANZ,0
ANZ,2578,0
2578,ANZ,0
ANZ,2579,0
2579,ANZ,0
ANZ,2580,0
2580,ANZ,0
ANZ,2581,0
2581,ANZ,0
ANZ,2582,0
2582,ANZ,0
ANZ,2583,0
2583,ANZ,0
ANZ,2584,0
2584,ANZ,0
ANZ,2585,0
2585,ANZ,0
ANZ,2586,0
2586,ANZ,0
ANZ,2587,0
2587,ANZ,0
ANZ,2588,0
2588,ANZ,0
ANZ,2589,0
2589,ANZ,0
ANZ,2590,0
2590,ANZ,0
ANZ,2591,0
2591,ANZ,0
ANZ,2592,0
2592,ANZ,0
ANZ,2593,0
2593,ANZ,0
ANZ,2594,0
2594,ANZ,0
ANZ,2595,0
2595,ANZ,0
ANZ,2596,0
2596,ANZ,0
ANZ,2597,0
2597,ANZ,0
ANZ,2598,0
2598,ANZ,0
ANZ,2599,0
2599,ANZ,0
ANZ,2600,0
2600,ANZ,0
ANZ,2601,0
2601,ANZ,0
ANZ,2602,0
2602,ANZ,0
ANZ,2603,0
2603,ANZ,0
ANZ,2604,0
2604,ANZ,0
ANZ,2605,0
2605,ANZ,0
ANZ,2606,0
2606,ANZ,0
ANZ,2607,0
2607,ANZ,0
ANZ,2608,0
2608,ANZ,0
ANZ,2609,0
2609,ANZ,0
ANZ,2610,0
2610,ANZ,0
ANZ,2611,0
2611,ANZ,0
ANZ,2612,0
2612,ANZ,0
ANZ,2613,0
2613,ANZ,0
ANZ,2614,0
2614,ANZ,0
ANZ,2615,0
2615,ANZ,0
ANZ,2616,0
2616,ANZ,0
ANZ,2617,0
2617,ANZ,0
ANZ,2618,0
2618,ANZ,0
ANZ,2619,0
2619,ANZ,0
ANZ,2620,0
2620,ANZ,0
ANZ,2621,0
2621,ANZ,0
ANZ,2622,0
2622,ANZ,0
ANZ,2623,0
2623,ANZ,0
ANZ,2624,0
2624,ANZ,0
ANZ,2625,0
2625,ANZ,0
ANZ,2626,0
2626,ANZ,0
ANZ,2627,0
2627,ANZ,0
ANZ,2628,0
2628,ANZ,0
ANZ,2629,0
2629,ANZ,0
ANZ,2630,0
2630,ANZ,0
ANZ,2631,0
2631,ANZ,0
ANZ,2632,0
2632,ANZ,0
ANZ,2633,0
2633,ANZ,0
ANZ,2634,0
2634,ANZ,0
ANZ,2635,0
2635,ANZ,0
ANZ,2636,0
2636,ANZ,0
ANZ,2637,0
2637,ANZ,0
ANZ,2638,0
2638,ANZ,0
ANZ,2639,0
2639,ANZ,0
ANZ,2640,0
2640,ANZ,0
ANZ,2641,0
2641,ANZ,0
ANZ,2642,0
2642,ANZ,0
ANZ,2643,0
2643,ANZ,0
ANZ,2644,0
2644,ANZ,0
ANZ,2645,0
2645,ANZ,0
ANZ,2646,0
2646,ANZ,0
ANZ,2647,0
2647,ANZ,0
ANZ,2648,0
2648,ANZ,0
ANZ,2649,0
2649,ANZ,0
ANZ,2650,0
2650,ANZ,0
ANZ,2651,0
2651,ANZ,0
ANZ,2652,0
2652,ANZ,0
ANZ,2653,0
2653,ANZ,0
ANZ,2654,0
2654,ANZ,0
ANZ,2655,0
2655,ANZ,0
ANZ,2656,0
2656,ANZ,0
ANZ,2657,0
2657,ANZ,0
ANZ,2658,0
2658,ANZ,0
ANZ,2659,0
2659,ANZ,0
ANZ,2660,0
2660,ANZ,0
ANZ,2661,0
2661,ANZ,0
ANZ,2662,0
2662,ANZ,0
ANZ,2663,0
2663,ANZ,0
ANZ,2664,0
2664,ANZ,0
ANZ,2665,0
2665,ANZ,0
ANZ,2666,0
2666,ANZ,0
ANZ,2667,0
2667,ANZ,0
ANZ,2668,0
2668,ANZ,0
ANZ,2669,0
2669,ANZ,0
ANZ,2670,0
2670,ANZ,0
ANZ,2671,0
2671,ANZ,0
ANZ,2672,0
2672,ANZ,0
ANZ,2673,0
2673,ANZ,0
ANZ,2674,0
2674,ANZ,0
ANZ,2675,0
2675,ANZ,0
ANZ,2676,0
2676,ANZ,0
ANZ,2677,0
2677,ANZ,0
ANZ,2678,0
2678,ANZ,0
ANZ,2679,0
2679,ANZ,0
ANZ,2680,0
2680,ANZ,0
ANZ,2681,0
2681,ANZ,0
ANZ,2682,0
2682,ANZ,0
ANZ,2683,0
2683,ANZ,0
ANZ,2684,0
2684,ANZ,0
ANZ,2685,0
2685,ANZ,0
ANZ,2686,0
2686,ANZ,0
ANZ,2687,0
2687,ANZ,0
ANZ,2688,0
2688,ANZ,0
ANZ,2689,0
2689,ANZ,0
ANZ,2690,0
2690,ANZ,0
ANZ,2691,0
2691,ANZ,0
ANZ,2692,0
2692,ANZ,0
ANZ,2693,0
2693,ANZ,0
ANZ,2694,0
2694,ANZ,0
ANZ,2695,0
2695,ANZ,0
ANZ,2696,0
2696,ANZ,0
ANZ,2697,0
2697,ANZ,0
ANZ,2698,0
2698,ANZ,0
ANZ,2699,0
2699,ANZ,0
ANZ,2700,0
2700,ANZ,0
ANZ,2701,0
2701,ANZ,0
ANZ,2702,0
2702,ANZ,0
ANZ,2703,0
2703,ANZ,0
ANZ,2704,0
2704,ANZ,0
ANZ,2705,0
2705,ANZ,0
ANZ,2706,0
2706,ANZ,0
ANZ,2707,0
2707,ANZ,0
ANZ,2708,0
2708,ANZ,0
ANZ,2709,0
2709,ANZ,0
ANZ,2710,0
2710,ANZ,0
ANZ,2711,0
2711,ANZ,0
ANZ,2712,0
2712,ANZ,0
ANZ,2713,0
2713,ANZ,0
ANZ,2714,0
2714,ANZ,0
ANZ,2715,0
2715,ANZ,0
ANZ,2716,0
2716,ANZ,0
ANZ,2717,0
2717,ANZ,0
ANZ,2718,0
2718,ANZ,0
ANZ,2719,0
2719,ANZ,0
ANZ,2720,0
2720,ANZ,0
ANZ,2721,0
2721,ANZ,0
ANZ,2722,0
2722,ANZ,0
ANZ,2723,0
2723,ANZ,0
ANZ,2724,0
2724,ANZ,0
ANZ,2725,0
2725,ANZ,0
ANZ,2726,0
2726,ANZ,0
ANZ,2727,0
2727,ANZ,0
ANZ,2728,0
2728,ANZ,0
ANZ,2729,0
2729,ANZ,0
ANZ,2730,0
2730,ANZ,0
ANZ,2731,0
2731,ANZ,0
ANZ,2732,0
2732,ANZ,0
ANZ,2733,0
2733,ANZ,0
ANZ,2734,0
2734,ANZ,0
ANZ,2735,0
2735,ANZ,0
ANZ,2736,0
2736,ANZ,0
ANZ,2737,0
2737,ANZ,0
ANZ,2738,0
2738,ANZ,0
ANZ,2739,0
2739,ANZ,0
ANZ,2740,0
2740,ANZ,0
ANZ,2741,0
2741,ANZ,0
ANZ,2742,0
2742,ANZ,0
ANZ,2743,0
2743,ANZ,0
ANZ,2744,0
2744,ANZ,0
ANZ,2745,0
2745,ANZ,0
ANZ,2746,0
2746,ANZ,0
ANZ,2747,0
2747,ANZ,0
ANZ,2748,0
2748,ANZ,0
ANZ,2749,0
2749,ANZ,0
ANZ,2750,0
2750,ANZ,0
ANZ,2751,0
2751,ANZ,0
ANZ,2752,0
2752,ANZ,0
ANZ,2753,0
2753,ANZ,0
ANZ,2754,0
2754,ANZ,0
ANZ,2755,0
2755,ANZ,0
ANZ,2756,0
2756,ANZ,0
ANZ,2757,0
2757,ANZ,0
ANZ,2758,0
2758,ANZ,0
ANZ,2759,0
2759,ANZ,0
ANZ,2760,0
2760,ANZ,0
ANZ,2761,0
2761,ANZ,0
ANZ,2762,0
2762,ANZ,0
ANZ,2763,0
2763,ANZ,0
ANZ,2764,0
2764,ANZ,0
ANZ,2765,0
2765,ANZ,0
ANZ,2766,0
2766,ANZ,0
ANZ,2767,0
2767,ANZ,0
ANZ,2768,0
2768,ANZ,0
ANZ,2769,0
2769,ANZ,0
ANZ,2770,0
2770,ANZ,0
ANZ,2771,0
2771,ANZ,0
ANZ,2772,0
2772,ANZ,0
ANZ,2773,0
2773,ANZ,0
ANZ,2774,0
2774,ANZ,0
ANZ,2775,0
2775,ANZ,0
ANZ,2776,0
2776,ANZ,0
ANZ,2777,0
2777,ANZ,0
ANZ,2778,0
2778,ANZ,0
ANZ,2779,0
2779,ANZ,0
ANZ,2780,0
2780,ANZ,0
ANZ,2781,0
2781,ANZ,0
ANZ,2782,0
2782,ANZ,0
ANZ,2783,0
2783,ANZ,0
ANZ,2784,0
2784,ANZ,0
ANZ,2785,0
2785,ANZ,0
ANZ,2786,0
2786,ANZ,0
ANZ,2787,0
2787,ANZ,0
ANZ,2788,0
2788,ANZ,0
ANZ,2789,0
2789,ANZ,0
ANZ,2790,0
2790,ANZ,0
ANZ,2791,0
2791,ANZ,0
ANZ,2792,0
2792,ANZ,0
ANZ,2793,0
2793,ANZ,0
ANZ,2794,0
2794,ANZ,0
ANZ,2795,0
2795,ANZ,0
ANZ,2796,0
2796,ANZ,0
ANZ,2797,0
2797,ANZ,0
ANZ,2798,0
2798,ANZ,0
ANZ,2799,0
2799,ANZ,0
ANZ,2800,0
2800,ANZ,0
ANZ,2801,0
2801,ANZ,0
ANZ,2802,0
2802,ANZ,0
ANZ,2803,0
2803,ANZ,0
ANZ,2804,0
2804,ANZ,0
ANZ,2805,0
2805,ANZ,0
ANZ,2806,0
2806,ANZ,0
ANZ,2807,0
2807,ANZ,0
ANZ,2808,0
2808,ANZ,0
ANZ,2809,0
2809,ANZ,0
ANZ,2810,0
2810,ANZ,0
ANZ,2811,0
2811,ANZ,0
ANZ,2812,0
2812,ANZ,0
ANZ,2813,0
2813,ANZ,0
ANZ,2814,0
2814,ANZ,0
ANZ,2815,0
2815,ANZ,0
ANZ,2816,0
2816,ANZ,0
ANZ,2817,0
2817,ANZ,0
ANZ,2818,0
2818,ANZ,0
ANZ,2819,0
2819,ANZ,0
ANZ,2820,0
2820,ANZ,0
ANZ,2821,0
2821,ANZ,0
ANZ,2822,0
2822,ANZ,0
ANZ,2823,0
2823,ANZ,0
ANZ,2824,0
2824,ANZ,0
ANZ,2825,0
2825,ANZ,0
ANZ,2826,0
2826,ANZ,0
ANZ,2827,0
2827,ANZ,0
ANZ,2828,0
2828,ANZ,0
ANZ,2829,0
2829,ANZ,0
ANZ,2830,0
2830,ANZ,0
ANZ,2831,0
2831,ANZ,0
ANZ,2832,0
2832,ANZ,0
ANZ,2833,0
2833,ANZ,0
ANZ,2834,0
2834,ANZ,0
ANZ,2835,0
2835,ANZ,0
ANZ,2836,0
2836,ANZ,0
ANZ,2837,0
2837,ANZ,0
ANZ,2838,0
2838,ANZ,0
ANZ,2839,0
2839,ANZ,0
ANZ,2840,0
2840,ANZ,0
ANZ,2841,0
2841,ANZ,0
ANZ,2842,0
2842,ANZ,0
ANZ,2843,0
2843,ANZ,0
ANZ,2844,0
2844,ANZ,0
ANZ,2845,0
2845,ANZ,0
ANZ,2846,0
2846,ANZ,0
ANZ,2847,0
2847,ANZ,0
ANZ,2848,0
2848,ANZ,0
ANZ,2849,0
2849,ANZ,0
ANZ,2850,0
2850,ANZ,0
ANZ,2851,0
2851,ANZ,0
ANZ,2852,0
2852,ANZ,0
ANZ,2853,0
2853,ANZ,0
ANZ,2854,0
2854,ANZ,0
ANZ,2855,0
2855,ANZ,0
ANZ,2856,0
2856,ANZ,0
ANZ,2857,0
2857,ANZ,0
ANZ,2858,0
2858,ANZ,0
ANZ,2859,0
2859,ANZ,0
ANZ,2860,0
2860,ANZ,0
ANZ,2861,0
2861,ANZ,0
ANZ,2862,0
2862,ANZ,0
ANZ,2863,0
2863,ANZ,0
ANZ,2864,0
2864,ANZ,0
ANZ,2865,0
2865,ANZ,0
ANZ,2866,0
2866,ANZ,0
ANZ,2867,0
2867,ANZ,0
ANZ,2868,0
2868,ANZ,0
ANZ,2869,0
2869,ANZ,0
ANZ,2870,0
2870,ANZ,0
ANZ,2871,0
2871,ANZ,0
ANZ,2872,0
2872,ANZ,0
ANZ,2873,0
2873,ANZ,0
ANZ,2874,0
2874,ANZ,0
ANZ,2875,0
2875,ANZ,0
ANZ,2876,0
2876,ANZ,0
ANZ,2877,0
2877,ANZ,0
ANZ,2878,0
2878,ANZ,0
ANZ,2879,0
2879,ANZ,0
ANZ,2880,0
2880,ANZ,0
ANZ,2881,0
2881,ANZ,0
ANZ,2882,0
2882,ANZ,0
ANZ,2883,0
2883,ANZ,0
ANZ,2884,0
2884,ANZ,0
ANZ,2885,0
2885,ANZ,0
ANZ,2886,0
2886,ANZ,0
ANZ,2887,0
2887,ANZ,0
ANZ,2888,0
2888,ANZ,0
ANZ,2889,0
2889,ANZ,0
ANZ,2890,0
2890,ANZ,0
ANZ,2891,0
2891,ANZ,0
ANZ,2892,0
2892,ANZ,0
ANZ,2893,0
2893,ANZ,0
ANZ,2894,0
2894,ANZ,0
ANZ,2895,0
2895,ANZ,0
ANZ,2896,0
2896,ANZ,0
ANZ,2897,0
2897,ANZ,0
ANZ,2898,0
2898,ANZ,0
ANZ,2899,0
2899,ANZ,0
ANZ,2900,0
2900,ANZ,0
ANZ,2901,0
2901,ANZ,0
ANZ,2902,0
2902,ANZ,0
ANZ,2903,0
2903,ANZ,0
ANZ,2904,0
2904,ANZ,0
ANZ,2905,0
2905,ANZ,0
ANZ,2906,0
2906,ANZ,0
ANZ,2907,0
2907,ANZ,0
ANZ,2908,0
2908,ANZ,0
ANZ,2909,0
2909,ANZ,0
ANZ,2910,0
2910,ANZ,0
ANZ,2911,0
2911,ANZ,0
ANZ,2912,0
2912,ANZ,0
ANZ,2913,0
2913,ANZ,0
ANZ,2914,0
2914,ANZ,0
ANZ,2915,0
2915,ANZ,0
ANZ,2916,0
2916,ANZ,0
ANZ,2917,0
2917,ANZ,0
ANZ,2918,0
2918,ANZ,0
ANZ,2919,0
2919,ANZ,0
ANZ,2920,0
2920,ANZ,0
ANZ,2921,0
2921,ANZ,0
ANZ,2922,0
2922,ANZ,0
ANZ,2923,0
2923,ANZ,0
ANZ,2924,0
2924,ANZ,0
ANZ,2925,0
2925,ANZ,0
ANZ,2926,0
2926,ANZ,0
ANZ,2927,0
2927,ANZ,0
ANZ,2928,0
2928,ANZ,0
ANZ,2929,0
2929,ANZ,0
ANZ,2930,0
2930,ANZ,0
ANZ,2931,0
2931,ANZ,0
ANZ,2932,0
2932,ANZ,0
ANZ,2933,0
2933,ANZ,0
ANZ,2934,0
2934,ANZ,0
ANZ,2935,0
2935,ANZ,0
ANZ,2936,0
2936,ANZ,0
ANZ,2937,0
2937,ANZ,0
ANZ,2938,0
2938,ANZ,0
ANZ,2939,0
2939,ANZ,0
ANZ,2940,0
2940,ANZ,0
ANZ,2941,0
2941,ANZ,0
ANZ,2942,0
2942,ANZ,0
ANZ,2943,0
2943,ANZ,0
ANZ,2944,0
2944,ANZ,0
ANZ,2945,0
2945,ANZ,0
ANZ,2946,0
2946,ANZ,0
ANZ,2947,0
2947,ANZ,0
ANZ,2948,0
2948,ANZ,0
ANZ,2949,0
2949,ANZ,0
ANZ,2950,0
2950,ANZ,0
ANZ,2951,0
2951,ANZ,0
ANZ,2952,0
2952,ANZ,0
ANZ,2953,0
2953,ANZ,0
ANZ,2954,0
2954,ANZ,0
ANZ,2955,0
2955,ANZ,0
ANZ,2956,0
2956,ANZ,0
ANZ,2957,0
2957,ANZ,0
ANZ,2958,0
2958,ANZ,0
ANZ,2959,0
2959,ANZ,0
ANZ,2960,0
2960,ANZ,0
ANZ,2961,0
2961,ANZ,0
ANZ,2962,0
2962,ANZ,0
ANZ,2963,0
2963,ANZ,0
ANZ,2964,0
2964,ANZ,0
ANZ,2965,0
2965,ANZ,0
ANZ,2966,0
2966,ANZ,0
ANZ,2967,0
2967,ANZ,0
ANZ,2968,0
2968,ANZ,0
ANZ,2969,0
2969,ANZ,0
ANZ,2970,0
2970,ANZ,0
ANZ,2971,0
2971,ANZ,0
ANZ,2972,0
2972,ANZ,0
ANZ,2973,0
2973,ANZ,0
ANZ,2974,0
2974,ANZ,0
ANZ,2975,0
2975,ANZ,0
ANZ,2976,0
2976,ANZ,0
ANZ,2977,0
2977,ANZ,0
ANZ,2978,0
2978,ANZ,0
ANZ,2979,0
2979,ANZ,0
ANZ,2980,0
2980,ANZ,0
ANZ,2981,0
2981,ANZ,0
ANZ,2982,0
2982,ANZ,0
ANZ,2983,0
2983,ANZ,0
ANZ,2984,0
2984,ANZ,0
ANZ,2985,0
2985,ANZ,0
ANZ,2986,0
2986,ANZ,0
ANZ,2987,0
2987,ANZ,0
ANZ,2988,0
2988,ANZ,0
ANZ,2989,0
2989,ANZ,0
ANZ,2990,0
2990,ANZ,0
ANZ,2991,0
2991,ANZ,0
ANZ,2992,0
2992,ANZ,0
ANZ,2993,0
2993,ANZ,0
ANZ,2994,0
2994,ANZ,0
ANZ,2995,0
2995,ANZ,0
ANZ,2996,0
2996,ANZ,0
ANZ,2997,0
2997,ANZ,0
ANZ,2998,0
2998,ANZ,0
ANZ,2999,0
2999,ANZ,0
ANZ,3000,0
3000,ANZ,0
EEU,1950,1.27
1950,EEU,1.27
EEU,1951,1.27
1951,EEU,1.27
EEU,1952,1.27
1952,EEU,1.27
EEU,1953,1.27
1953,EEU,1.27
EEU,1954,1.27
1954,EEU,1.27
EEU,1955,1.27
1955,EEU,1.27
EEU,1956,1.27
1956,EEU,1.27
EEU,1957,1.27
1957,EEU,1.27
EEU,1958,1.27
1958,EEU,1.27
EEU,1959,1.27
1959,EEU,1.27
EEU,1960,0.855
1960,EEU,0.855
EEU,1961,0.855
1961,EEU,0.855
EEU,1962,0.855
1962,EEU,0.855
EEU,1963,0.855
1963,EEU,0.855
EEU,1964,0.855
1964,EEU,0.855
EEU,1965,0.855
1965,EEU,0.855
EEU,1966,0.855
1966,EEU,0.855
EEU,1967,0.855
1967,EEU,0.855
EEU,1968,0.855
1968,EEU,0.855
EEU,1969,0.855
1969,EEU,0.855
EEU,1970,0.867
1970,EEU,0.867
EEU,1971,0.867
1971,EEU,0.867
EEU,1972,0.867
1972,EEU,0.867
EEU,1973,0.867
1973,EEU,0.867
EEU,1974,0.867
1974,EEU,0.867
EEU,1975,0.867
1975,EEU,0.867
EEU,1976,0.867
1976,EEU,0.867
EEU,1977,0.867
1977,EEU,0.867
EEU,1978,0.867
1978,EEU,0.867
EEU,1979,0.867
1979,EEU,0.867
EEU,1980,0.511
1980,EEU,0.511
EEU,1981,0.511
1981,EEU,0.511
EEU,1982,0.511
1982,EEU,0.511
EEU,1983,0.511
1983,EEU,0.511
EEU,1984,0.511
1984,EEU,0.511
EEU,1985,0.511
1985,EEU,0.511
EEU,1986,0.511
1986,EEU,0.511
EEU,1987,0.511
1987,EEU,0.511
EEU,1988,0.511
1988,EEU,0.511
EEU,1989,0.511
1989,EEU,0.511
EEU,1990,0.163
1990,EEU,0.163
EEU,1991,0.163
1991,EEU,0.163
EEU,1992,0.163
1992,EEU,0.163
EEU,1993,0.163
1993,EEU,0.163
EEU,1994,0.163
1994,EEU,0.163
EEU,1995,0.031
1995,EEU,0.031
EEU,1996,0.031
1996,EEU,0.031
EEU,1997,0.031
1997,EEU,0.031
EEU,1998,0.031
1998,EEU,0.031
EEU,1999,0.031
1999,EEU,0.031
EEU,2000,0.038
2000,EEU,0.038
EEU,2001,0.044
2001,EEU,0.044
EEU,2002,0.05
2002,EEU,0.05
EEU,2003,0.056
2003,EEU,0.056
EEU,2004,0.063
2004,EEU,0.063
EEU,2005,0.069
2005,EEU,0.069
EEU,2006,0.075
2006,EEU,0.075
EEU,2007,0.081
2007,EEU,0.081
EEU,2008,0.088
2008,EEU,0.088
EEU,2009,0.094
2009,EEU,0.094
EEU,2010,0.1
2010,EEU,0.1
EEU,2011,0.095
2011,EEU,0.095
EEU,2012,0.09
2012,EEU,0.09
EEU,2013,0.085
2013,EEU,0.085
EEU,2014,0.08
2014,EEU,0.08
EEU,2015,0.075
2015,EEU,0.075
EEU,2016,0.07
2016,EEU,0.07
EEU,2017,0.065
2017,EEU,0.065
EEU,2018,0.06
2018,EEU,0.06
EEU,2019,0.055
2019,EEU,0.055
EEU,2020,0.05
2020,EEU,0.05
EEU,2021,0.045
2021,EEU,0.045
EEU,2022,0.04
2022,EEU,0.04
EEU,2023,0.035
2023,EEU,0.035
EEU,2024,0.03
2024,EEU,0.03
EEU,2025,0.025
2025,EEU,0.025
EEU,2026,0.02
2026,EEU,0.02
EEU,2027,0.015
2027,EEU,0.015
EEU,2028,0.01
2028,EEU,0.01
EEU,2029,0.005
2029,EEU,0.005
EEU,2030,0
2030,EEU,0
EEU,2031,0
2031,EEU,0
EEU,2032,0
2032,EEU,0
EEU,2033,0
2033,EEU,0
EEU,2034,0
2034,EEU,0
EEU,2035,0
2035,EEU,0
EEU,2036,0
2036,EEU,0
EEU,2037,0
2037,EEU,0
EEU,2038,0
2038,EEU,0
EEU,2039,0
2039,EEU,0
EEU,2040,0
2040,EEU,0
EEU,2041,-0.005
2041,EEU,-0.005
EEU,2042,-0.01
2042,EEU,-0.01
EEU,2043,-0.015
2043,EEU,-0.015
EEU,2044,-0.02
2044,EEU,-0.02
EEU,2045,-0.025
2045,EEU,-0.025
EEU,2046,-0.03
2046,EEU,-0.03
EEU,2047,-0.035
2047,EEU,-0.035
EEU,2048,-0.04
2048,EEU,-0.04
EEU,2049,-0.045
2049,EEU,-0.045
EEU,2050,-0.05
2050,EEU,-0.05
EEU,2051,-0.05
2051,EEU,-0.05
EEU,2052,-0.05
2052,EEU,-0.05
EEU,2053,-0.05
2053,EEU,-0.05
EEU,2054,-0.05
2054,EEU,-0.05
EEU,2055,-0.05
2055,EEU,-0.05
EEU,2056,-0.05
2056,EEU,-0.05
EEU,2057,-0.05
2057,EEU,-0.05
EEU,2058,-0.05
2058,EEU,-0.05
EEU,2059,-0.05
2059,EEU,-0.05
EEU,2060,-0.05
2060,EEU,-0.05
EEU,2061,-0.05
2061,EEU,-0.05
EEU,2062,-0.05
2062,EEU,-0.05
EEU,2063,-0.05
2063,EEU,-0.05
EEU,2064,-0.05
2064,EEU,-0.05
EEU,2065,-0.05
2065,EEU,-0.05
EEU,2066,-0.05
2066,EEU,-0.05
EEU,2067,-0.05
2067,EEU,-0.05
EEU,2068,-0.05
2068,EEU,-0.05
EEU,2069,-0.05
2069,EEU,-0.05
EEU,2070,-0.05
2070,EEU,-0.05
EEU,2071,-0.045
2071,EEU,-0.045
EEU,2072,-0.04
2072,EEU,-0.04
EEU,2073,-0.035
2073,EEU,-0.035
EEU,2074,-0.03
2074,EEU,-0.03
EEU,2075,-0.025
2075,EEU,-0.025
EEU,2076,-0.02
2076,EEU,-0.02
EEU,2077,-0.015
2077,EEU,-0.015
EEU,2078,-0.01
2078,EEU,-0.01
EEU,2079,-0.005
2079,EEU,-0.005
EEU,2080,0
2080,EEU,0
EEU,2081,0
2081,EEU,0
EEU,2082,0
2082,EEU,0
EEU,2083,0
2083,EEU,0
EEU,2084,0
2084,EEU,0
EEU,2085,0
2085,EEU,0
EEU,2086,0
2086,EEU,0
EEU,2087,0
2087,EEU,0
EEU,2088,0
2088,EEU,0
EEU,2089,0
2089,EEU,0
EEU,2090,0
2090,EEU,0
EEU,2091,0
2091,EEU,0
EEU,2092,0
2092,EEU,0
EEU,2093,0
2093,EEU,0
EEU,2094,0
2094,EEU,0
EEU,2095,0
2095,EEU,0
EEU,2096,0
2096,EEU,0
EEU,2097,0
2097,EEU,0
EEU,2098,0
2098,EEU,0
EEU,2099,0
2099,EEU,0
EEU,2100,0
2100,EEU,0
EEU,2101,0
2101,EEU,0
EEU,2102,0
2102,EEU,0
EEU,2103,0
2103,EEU,0
EEU,2104,0
2104,EEU,0
EEU,2105,0
2105,EEU,0
EEU,2106,0
2106,EEU,0
EEU,2107,0
2107,EEU,0
EEU,2108,0
2108,EEU,0
EEU,2109,0
2109,EEU,0
EEU,2110,0
2110,EEU,0
EEU,2111,0
2111,EEU,0
EEU,2112,0
2112,EEU,0
EEU,2113,0
2113,EEU,0
EEU,2114,0
2114,EEU,0
EEU,2115,0
2115,EEU,0
EEU,2116,0
2116,EEU,0
EEU,2117,0
2117,EEU,0
EEU,2118,0
2118,EEU,0
EEU,2119,0
2119,EEU,0
EEU,2120,0
2120,EEU,0
EEU,2121,0
2121,EEU,0
EEU,2122,0
2122,EEU,0
EEU,2123,0
2123,EEU,0
EEU,2124,0
2124,EEU,0
EEU,2125,0
2125,EEU,0
EEU,2126,0
2126,EEU,0
EEU,2127,0
2127,EEU,0
EEU,2128,0
2128,EEU,0
EEU,2129,0
2129,EEU,0
EEU,2130,0
2130,EEU,0
EEU,2131,0
2131,EEU,0
EEU,2132,0
2132,EEU,0
EEU,2133,0
2133,EEU,0
EEU,2134,0
2134,EEU,0
EEU,2135,0
2135,EEU,0
EEU,2136,0
2136,EEU,0
EEU,2137,0
2137,EEU,0
EEU,2138,0
2138,EEU,0
EEU,2139,0
2139,EEU,0
EEU,2140,0
2140,EEU,0
