Timestep,Region,ch4em
2036,SAS,47.6
SAS,2037,48.2
2037,SAS,48.2
SAS,2038,48.8
2038,SAS,48.8
SAS,2039,49.4
2039,SAS,49.4
SAS,2040,50
2040,SAS,50
SAS,2041,50.6
2041,SAS,50.6
SAS,2042,51.3
2042,SAS,51.3
SAS,2043,51.9
2043,SAS,51.9
SAS,2044,52.6
2044,SAS,52.6
SAS,2045,53.2
2045,SAS,53.2
SAS,2046,53.9
2046,SAS,53.9
SAS,2047,54.5
2047,SAS,54.5
SAS,2048,55.2
2048,SAS,55.2
SAS,2049,55.8
2049,SAS,55.8
SAS,2050,56.5
2050,SAS,56.5
SAS,2051,57.1
2051,SAS,57.1
SAS,2052,57.6
2052,SAS,57.6
SAS,2053,58.1
2053,SAS,58.1
SAS,2054,58.6
2054,SAS,58.6
SAS,2055,59
2055,SAS,59
SAS,2056,59.7
2056,SAS,59.7
SAS,2057,59.9
2057,SAS,59.9
SAS,2058,60.2
2058,SAS,60.2
SAS,2059,60.5
2059,SAS,60.5
SAS,2060,60.4
2060,SAS,60.4
SAS,2061,61
2061,SAS,61
SAS,2062,60.8
2062,SAS,60.8
SAS,2063,60.7
2063,SAS,60.7
SAS,2064,60.5
2064,SAS,60.5
SAS,2065,59.6
2065,SAS,59.6
SAS,2066,60.2
2066,SAS,60.2
SAS,2067,59.7
2067,SAS,59.7
SAS,2068,59.2
2068,SAS,59.2
SAS,2069,58.7
2069,SAS,58.7
SAS,2070,57.1
2070,SAS,57.1
SAS,2071,57.7
2071,SAS,57.7
SAS,2072,57.4
2072,SAS,57.4
SAS,2073,57
2073,SAS,57
SAS,2074,56.6
2074,SAS,56.6
SAS,2075,55.3
2075,SAS,55.3
SAS,2076,55.9
2076,SAS,55.9
SAS,2077,55.6
2077,SAS,55.6
SAS,2078,55.3
2078,SAS,55.3
SAS,2079,55.1
2079,SAS,55.1
SAS,2080,53.9
2080,SAS,53.9
SAS,2081,54.5
2081,SAS,54.5
SAS,2082,54.4
2082,SAS,54.4
SAS,2083,54.3
2083,SAS,54.3
SAS,2084,54.2
2084,SAS,54.2
SAS,2085,53.3
2085,SAS,53.3
SAS,2086,54
2086,SAS,54
SAS,2087,53.9
2087,SAS,53.9
SAS,2088,53.8
2088,SAS,53.8
SAS,2089,53.8
2089,SAS,53.8
SAS,2090,53
2090,SAS,53
SAS,2091,53.6
2091,SAS,53.6
SAS,2092,53.7
2092,SAS,53.7
SAS,2093,53.7
2093,SAS,53.7
SAS,2094,53.8
2094,SAS,53.8
SAS,2095,53.2
2095,SAS,53.2
SAS,2096,53.9
2096,SAS,53.9
SAS,2097,53.9
2097,SAS,53.9
SAS,2098,53.9
2098,SAS,53.9
SAS,2099,53.9
2099,SAS,53.9
SAS,2100,53.3
2100,SAS,53.3
SAS,2101,53.5
2101,SAS,53.5
SAS,2102,53.8
2102,SAS,53.8
SAS,2103,54
2103,SAS,54
SAS,2104,54.2
2104,SAS,54.2
SAS,2105,54.4
2105,SAS,54.4
SAS,2106,54.7
2106,SAS,54.7
SAS,2107,54.9
2107,SAS,54.9
SAS,2108,55.1
2108,SAS,55.1
SAS,2109,55.3
2109,SAS,55.3
SAS,2110,55.6
2110,SAS,55.6
SAS,2111,55.8
2111,SAS,55.8
SAS,2112,56
2112,SAS,56
SAS,2113,56.2
2113,SAS,56.2
SAS,2114,56.5
2114,SAS,56.5
SAS,2115,56.7
2115,SAS,56.7
SAS,2116,56.9
2116,SAS,56.9
SAS,2117,57.2
2117,SAS,57.2
SAS,2118,57.4
2118,SAS,57.4
SAS,2119,57.6
2119,SAS,57.6
SAS,2120,57.8
2120,SAS,57.8
SAS,2121,58.1
2121,SAS,58.1
SAS,2122,58.3
2122,SAS,58.3
SAS,2123,58.5
2123,SAS,58.5
SAS,2124,58.7
2124,SAS,58.7
SAS,2125,59
2125,SAS,59
SAS,2126,59.2
2126,SAS,59.2
SAS,2127,59.4
2127,SAS,59.4
SAS,2128,59.6
2128,SAS,59.6
SAS,2129,59.9
2129,SAS,59.9
SAS,2130,60.1
2130,SAS,60.1
SAS,2131,60.3
2131,SAS,60.3
SAS,2132,60.5
2132,SAS,60.5
SAS,2133,60.8
2133,SAS,60.8
SAS,2134,61
2134,SAS,61
SAS,2135,61.2
2135,SAS,61.2
SAS,2136,61.4
2136,SAS,61.4
SAS,2137,61.7
2137,SAS,61.7
SAS,2138,61.9
2138,SAS,61.9
SAS,2139,62.1
2139,SAS,62.1
SAS,2140,62.3
2140,SAS,62.3
SAS,2141,62.6
2141,SAS,62.6
SAS,2142,62.8
2142,SAS,62.8
SAS,2143,63
2143,SAS,63
SAS,2144,63.2
2144,SAS,63.2
SAS,2145,63.5
2145,SAS,63.5
SAS,2146,63.7
2146,SAS,63.7
SAS,2147,63.9
2147,SAS,63.9
SAS,2148,64.1
2148,SAS,64.1
SAS,2149,64.4
2149,SAS,64.4
SAS,2150,64.6
2150,SAS,64.6
SAS,2151,64.8
2151,SAS,64.8
SAS,2152,65
2152,SAS,65
SAS,2153,65.3
2153,SAS,65.3
SAS,2154,65.5
2154,SAS,65.5
SAS,2155,65.7
2155,SAS,65.7
SAS,2156,65.9
2156,SAS,65.9
SAS,2157,66.2
2157,SAS,66.2
SAS,2158,66.4
2158,SAS,66.4
SAS,2159,66.6
2159,SAS,66.6
SAS,2160,66.9
2160,SAS,66.9
SAS,2161,67.1
2161,SAS,67.1
SAS,2162,67.3
2162,SAS,67.3
SAS,2163,67.5
2163,SAS,67.5
SAS,2164,67.8
2164,SAS,67.8
SAS,2165,68
2165,SAS,68
SAS,2166,68.2
2166,SAS,68.2
SAS,2167,68.4
2167,SAS,68.4
SAS,2168,68.7
2168,SAS,68.7
SAS,2169,68.9
2169,SAS,68.9
SAS,2170,69.1
2170,SAS,69.1
SAS,2171,69.3
2171,SAS,69.3
SAS,2172,69.6
2172,SAS,69.6
SAS,2173,69.8
2173,SAS,69.8
SAS,2174,70
2174,SAS,70
SAS,2175,70.2
2175,SAS,70.2
SAS,2176,70.5
2176,SAS,70.5
SAS,2177,70.7
2177,SAS,70.7
SAS,2178,70.9
2178,SAS,70.9
SAS,2179,71.1
2179,SAS,71.1
SAS,2180,71.4
2180,SAS,71.4
SAS,2181,71.6
2181,SAS,71.6
SAS,2182,71.8
2182,SAS,71.8
SAS,2183,72
2183,SAS,72
SAS,2184,72.3
2184,SAS,72.3
SAS,2185,72.5
2185,SAS,72.5
SAS,2186,72.7
2186,SAS,72.7
SAS,2187,72.9
2187,SAS,72.9
SAS,2188,73.2
2188,SAS,73.2
SAS,2189,73.4
2189,SAS,73.4
SAS,2190,73.6
2190,SAS,73.6
SAS,2191,73.8
2191,SAS,73.8
SAS,2192,74.1
2192,SAS,74.1
SAS,2193,74.3
2193,SAS,74.3
SAS,2194,74.5
2194,SAS,74.5
SAS,2195,74.7
2195,SAS,74.7
SAS,2196,75
2196,SAS,75
SAS,2197,75.2
2197,SAS,75.2
SAS,2198,75.4
2198,SAS,75.4
SAS,2199,75.7
2199,SAS,75.7
SAS,2200,75.9
2200,SAS,75.9
SAS,2201,76.2
2201,SAS,76.2
SAS,2202,76.5
2202,SAS,76.5
SAS,2203,76.9
2203,SAS,76.9
SAS,2204,77.2
2204,SAS,77.2
SAS,2205,77.5
2205,SAS,77.5
SAS,2206,77.8
2206,SAS,77.8
SAS,2207,78.2
2207,SAS,78.2
SAS,2208,78.5
2208,SAS,78.5
SAS,2209,78.8
2209,SAS,78.8
SAS,2210,79.1
2210,SAS,79.1
SAS,2211,79.4
2211,SAS,79.4
SAS,2212,79.8
2212,SAS,79.8
SAS,2213,80.1
2213,SAS,80.1
SAS,2214,80.4
2214,SAS,80.4
SAS,2215,80.7
2215,SAS,80.7
SAS,2216,81
2216,SAS,81
SAS,2217,81.4
2217,SAS,81.4
SAS,2218,81.7
2218,SAS,81.7
SAS,2219,82
2219,SAS,82
SAS,2220,82.3
2220,SAS,82.3
SAS,2221,82.7
2221,SAS,82.7
SAS,2222,83
2222,SAS,83
SAS,2223,83.3
2223,SAS,83.3
SAS,2224,83.6
2224,SAS,83.6
SAS,2225,83.9
2225,SAS,83.9
SAS,2226,84.3
2226,SAS,84.3
SAS,2227,84.6
2227,SAS,84.6
SAS,2228,84.9
2228,SAS,84.9
SAS,2229,85.2
2229,SAS,85.2
SAS,2230,85.6
2230,SAS,85.6
SAS,2231,85.9
2231,SAS,85.9
SAS,2232,86.2
2232,SAS,86.2
SAS,2233,86.5
2233,SAS,86.5
SAS,2234,86.8
2234,SAS,86.8
SAS,2235,87.2
2235,SAS,87.2
SAS,2236,87.5
2236,SAS,87.5
SAS,2237,87.8
2237,SAS,87.8
SAS,2238,88.1
2238,SAS,88.1
SAS,2239,88.5
2239,SAS,88.5
SAS,2240,88.8
2240,SAS,88.8
SAS,2241,89.1
2241,SAS,89.1
SAS,2242,89.4
2242,SAS,89.4
SAS,2243,89.7
2243,SAS,89.7
SAS,2244,90.1
2244,SAS,90.1
SAS,2245,90.4
2245,SAS,90.4
SAS,2246,90.7
2246,SAS,90.7
SAS,2247,91
2247,SAS,91
SAS,2248,91.3
2248,SAS,91.3
SAS,2249,91.7
2249,SAS,91.7
SAS,2250,92
2250,SAS,92
SAS,2251,92.3
2251,SAS,92.3
SAS,2252,92.6
2252,SAS,92.6
SAS,2253,93
2253,SAS,93
SAS,2254,93.3
2254,SAS,93.3
SAS,2255,93.6
2255,SAS,93.6
SAS,2256,93.9
2256,SAS,93.9
SAS,2257,94.2
2257,SAS,94.2
SAS,2258,94.6
2258,SAS,94.6
SAS,2259,94.9
2259,SAS,94.9
SAS,2260,95.2
2260,SAS,95.2
SAS,2261,95.5
2261,SAS,95.5
SAS,2262,95.9
2262,SAS,95.9
SAS,2263,96.2
2263,SAS,96.2
SAS,2264,96.5
2264,SAS,96.5
SAS,2265,96.8
2265,SAS,96.8
SAS,2266,97.1
2266,SAS,97.1
SAS,2267,97.5
2267,SAS,97.5
SAS,2268,97.8
2268,SAS,97.8
SAS,2269,98.1
2269,SAS,98.1
SAS,2270,98.4
2270,SAS,98.4
SAS,2271,98.7
2271,SAS,98.7
SAS,2272,99.1
2272,SAS,99.1
SAS,2273,99.4
2273,SAS,99.4
SAS,2274,99.7
2274,SAS,99.7
SAS,2275,100
2275,SAS,100
SAS,2276,100.4
2276,SAS,100.4
SAS,2277,100.7
2277,SAS,100.7
SAS,2278,101
2278,SAS,101
SAS,2279,101.3
2279,SAS,101.3
SAS,2280,101.6
2280,SAS,101.6
SAS,2281,102
2281,SAS,102
SAS,2282,102.3
2282,SAS,102.3
SAS,2283,102.6
2283,SAS,102.6
SAS,2284,102.9
2284,SAS,102.9
SAS,2285,103.3
2285,SAS,103.3
SAS,2286,103.6
2286,SAS,103.6
SAS,2287,103.9
2287,SAS,103.9
SAS,2288,104.2
2288,SAS,104.2
SAS,2289,104.5
2289,SAS,104.5
SAS,2290,104.9
2290,SAS,104.9
SAS,2291,105.2
2291,SAS,105.2
SAS,2292,105.5
2292,SAS,105.5
SAS,2293,105.8
2293,SAS,105.8
SAS,2294,106.2
2294,SAS,106.2
SAS,2295,106.5
2295,SAS,106.5
SAS,2296,106.8
2296,SAS,106.8
SAS,2297,107.1
2297,SAS,107.1
SAS,2298,107.4
2298,SAS,107.4
SAS,2299,107.8
2299,SAS,107.8
SAS,2300,108.1
2300,SAS,108.1
SAS,2301,108.1
2301,SAS,108.1
SAS,2302,108.1
2302,SAS,108.1
SAS,2303,108.1
2303,SAS,108.1
SAS,2304,108.1
2304,SAS,108.1
SAS,2305,108.1
2305,SAS,108.1
SAS,2306,108.1
2306,SAS,108.1
SAS,2307,108.1
2307,SAS,108.1
SAS,2308,108.1
2308,SAS,108.1
SAS,2309,108.1
2309,SAS,108.1
SAS,2310,108.1
2310,SAS,108.1
SAS,2311,108.1
2311,SAS,108.1
SAS,2312,108.1
2312,SAS,108.1
SAS,2313,108.1
2313,SAS,108.1
SAS,2314,108.1
2314,SAS,108.1
SAS,2315,108.1
2315,SAS,108.1
SAS,2316,108.1
2316,SAS,108.1
SAS,2317,108.1
2317,SAS,108.1
SAS,2318,108.1
2318,SAS,108.1
SAS,2319,108.1
2319,SAS,108.1
SAS,2320,108.1
2320,SAS,108.1
SAS,2321,108.1
2321,SAS,108.1
SAS,2322,108.1
2322,SAS,108.1
SAS,2323,108.1
2323,SAS,108.1
SAS,2324,108.1
2324,SAS,108.1
SAS,2325,108.1
2325,SAS,108.1
SAS,2326,108.1
2326,SAS,108.1
SAS,2327,108.1
2327,SAS,108.1
SAS,2328,108.1
2328,SAS,108.1
SAS,2329,108.1
2329,SAS,108.1
SAS,2330,108.1
2330,SAS,108.1
SAS,2331,108.1
2331,SAS,108.1
SAS,2332,108.1
2332,SAS,108.1
SAS,2333,108.1
2333,SAS,108.1
SAS,2334,108.1
2334,SAS,108.1
SAS,2335,108.1
2335,SAS,108.1
SAS,2336,108.1
2336,SAS,108.1
SAS,2337,108.1
2337,SAS,108.1
SAS,2338,108.1
2338,SAS,108.1
SAS,2339,108.1
2339,SAS,108.1
SAS,2340,108.1
2340,SAS,108.1
SAS,2341,108.1
2341,SAS,108.1
SAS,2342,108.1
2342,SAS,108.1
SAS,2343,108.1
2343,SAS,108.1
SAS,2344,108.1
2344,SAS,108.1
SAS,2345,108.1
2345,SAS,108.1
SAS,2346,108.1
2346,SAS,108.1
SAS,2347,108.1
2347,SAS,108.1
SAS,2348,108.1
2348,SAS,108.1
SAS,2349,108.1
2349,SAS,108.1
SAS,2350,108.1
2350,SAS,108.1
SAS,2351,108.1
2351,SAS,108.1
SAS,2352,108.1
2352,SAS,108.1
SAS,2353,108.1
2353,SAS,108.1
SAS,2354,108.1
2354,SAS,108.1
SAS,2355,108.1
2355,SAS,108.1
SAS,2356,108.1
2356,SAS,108.1
SAS,2357,108.1
2357,SAS,108.1
SAS,2358,108.1
2358,SAS,108.1
SAS,2359,108.1
2359,SAS,108.1
SAS,2360,108.1
2360,SAS,108.1
SAS,2361,108.1
2361,SAS,108.1
SAS,2362,108.1
2362,SAS,108.1
SAS,2363,108.1
2363,SAS,108.1
SAS,2364,108.1
2364,SAS,108.1
SAS,2365,108.1
2365,SAS,108.1
SAS,2366,108.1
2366,SAS,108.1
SAS,2367,108.1
2367,SAS,108.1
SAS,2368,108.1
2368,SAS,108.1
SAS,2369,108.1
2369,SAS,108.1
SAS,2370,108.1
2370,SAS,108.1
SAS,2371,108.1
2371,SAS,108.1
SAS,2372,108.1
2372,SAS,108.1
SAS,2373,108.1
2373,SAS,108.1
SAS,2374,108.1
2374,SAS,108.1
SAS,2375,108.1
2375,SAS,108.1
SAS,2376,108.1
2376,SAS,108.1
SAS,2377,108.1
2377,SAS,108.1
SAS,2378,108.1
2378,SAS,108.1
SAS,2379,108.1
2379,SAS,108.1
SAS,2380,108.1
2380,SAS,108.1
SAS,2381,108.1
2381,SAS,108.1
SAS,2382,108.1
2382,SAS,108.1
SAS,2383,108.1
2383,SAS,108.1
SAS,2384,108.1
2384,SAS,108.1
SAS,2385,108.1
2385,SAS,108.1
SAS,2386,108.1
2386,SAS,108.1
SAS,2387,108.1
2387,SAS,108.1
SAS,2388,108.1
2388,SAS,108.1
SAS,2389,108.1
2389,SAS,108.1
SAS,2390,108.1
2390,SAS,108.1
SAS,2391,108.1
2391,SAS,108.1
SAS,2392,108.1
2392,SAS,108.1
SAS,2393,108.1
2393,SAS,108.1
SAS,2394,108.1
2394,SAS,108.1
SAS,2395,108.1
2395,SAS,108.1
SAS,2396,108.1
2396,SAS,108.1
SAS,2397,108.1
2397,SAS,108.1
SAS,2398,108.1
2398,SAS,108.1
SAS,2399,108.1
2399,SAS,108.1
SAS,2400,108.1
2400,SAS,108.1
SAS,2401,108.1
2401,SAS,108.1
SAS,2402,108.1
2402,SAS,108.1
SAS,2403,108.1
2403,SAS,108.1
SAS,2404,108.1
2404,SAS,108.1
SAS,2405,108.1
2405,SAS,108.1
SAS,2406,108.1
2406,SAS,108.1
SAS,2407,108.1
2407,SAS,108.1
SAS,2408,108.1
2408,SAS,108.1
SAS,2409,108.1
2409,SAS,108.1
SAS,2410,108.1
2410,SAS,108.1
SAS,2411,108.1
2411,SAS,108.1
SAS,2412,108.1
2412,SAS,108.1
SAS,2413,108.1
2413,SAS,108.1
SAS,2414,108.1
2414,SAS,108.1
SAS,2415,108.1
2415,SAS,108.1
SAS,2416,108.1
2416,SAS,108.1
SAS,2417,108.1
2417,SAS,108.1
SAS,2418,108.1
2418,SAS,108.1
SAS,2419,108.1
2419,SAS,108.1
SAS,2420,108.1
2420,SAS,108.1
SAS,2421,108.1
2421,SAS,108.1
SAS,2422,108.1
2422,SAS,108.1
SAS,2423,108.1
2423,SAS,108.1
SAS,2424,108.1
2424,SAS,108.1
SAS,2425,108.1
2425,SAS,108.1
SAS,2426,108.1
2426,SAS,108.1
SAS,2427,108.1
2427,SAS,108.1
SAS,2428,108.1
2428,SAS,108.1
SAS,2429,108.1
2429,SAS,108.1
SAS,2430,108.1
2430,SAS,108.1
SAS,2431,108.1
2431,SAS,108.1
SAS,2432,108.1
2432,SAS,108.1
SAS,2433,108.1
2433,SAS,108.1
SAS,2434,108.1
2434,SAS,108.1
SAS,2435,108.1
2435,SAS,108.1
SAS,2436,108.1
2436,SAS,108.1
SAS,2437,108.1
2437,SAS,108.1
SAS,2438,108.1
2438,SAS,108.1
SAS,2439,108.1
2439,SAS,108.1
SAS,2440,108.1
2440,SAS,108.1
SAS,2441,108.1
2441,SAS,108.1
SAS,2442,108.1
2442,SAS,108.1
SAS,2443,108.1
2443,SAS,108.1
SAS,2444,108.1
2444,SAS,108.1
SAS,2445,108.1
2445,SAS,108.1
SAS,2446,108.1
2446,SAS,108.1
SAS,2447,108.1
2447,SAS,108.1
SAS,2448,108.1
2448,SAS,108.1
SAS,2449,108.1
2449,SAS,108.1
SAS,2450,108.1
2450,SAS,108.1
SAS,2451,108.1
2451,SAS,108.1
SAS,2452,108.1
2452,SAS,108.1
SAS,2453,108.1
2453,SAS,108.1
SAS,2454,108.1
2454,SAS,108.1
SAS,2455,108.1
2455,SAS,108.1
SAS,2456,108.1
2456,SAS,108.1
SAS,2457,108.1
2457,SAS,108.1
SAS,2458,108.1
2458,SAS,108.1
SAS,2459,108.1
2459,SAS,108.1
SAS,2460,108.1
2460,SAS,108.1
SAS,2461,108.1
2461,SAS,108.1
SAS,2462,108.1
2462,SAS,108.1
SAS,2463,108.1
2463,SAS,108.1
SAS,2464,108.1
2464,SAS,108.1
SAS,2465,108.1
2465,SAS,108.1
SAS,2466,108.1
2466,SAS,108.1
SAS,2467,108.1
2467,SAS,108.1
SAS,2468,108.1
2468,SAS,108.1
SAS,2469,108.1
2469,SAS,108.1
SAS,2470,108.1
2470,SAS,108.1
SAS,2471,108.1
2471,SAS,108.1
SAS,2472,108.1
2472,SAS,108.1
SAS,2473,108.1
2473,SAS,108.1
SAS,2474,108.1
2474,SAS,108.1
SAS,2475,108.1
2475,SAS,108.1
SAS,2476,108.1
2476,SAS,108.1
SAS,2477,108.1
2477,SAS,108.1
SAS,2478,108.1
2478,SAS,108.1
SAS,2479,108.1
2479,SAS,108.1
SAS,2480,108.1
2480,SAS,108.1
SAS,2481,108.1
2481,SAS,108.1
SAS,2482,108.1
2482,SAS,108.1
SAS,2483,108.1
2483,SAS,108.1
SAS,2484,108.1
2484,SAS,108.1
SAS,2485,108.1
2485,SAS,108.1
SAS,2486,108.1
2486,SAS,108.1
SAS,2487,108.1
2487,SAS,108.1
SAS,2488,108.1
2488,SAS,108.1
SAS,2489,108.1
2489,SAS,108.1
SAS,2490,108.1
2490,SAS,108.1
SAS,2491,108.1
2491,SAS,108.1
SAS,2492,108.1
2492,SAS,108.1
SAS,2493,108.1
2493,SAS,108.1
SAS,2494,108.1
2494,SAS,108.1
SAS,2495,108.1
2495,SAS,108.1
SAS,2496,108.1
2496,SAS,108.1
SAS,2497,108.1
2497,SAS,108.1
SAS,2498,108.1
2498,SAS,108.1
SAS,2499,108.1
2499,SAS,108.1
SAS,2500,108.1
2500,SAS,108.1
SAS,2501,108.1
2501,SAS,108.1
SAS,2502,108.1
2502,SAS,108.1
SAS,2503,108.1
2503,SAS,108.1
SAS,2504,108.1
2504,SAS,108.1
SAS,2505,108.1
2505,SAS,108.1
SAS,2506,108.1
2506,SAS,108.1
SAS,2507,108.1
2507,SAS,108.1
SAS,2508,108.1
2508,SAS,108.1
SAS,2509,108.1
2509,SAS,108.1
SAS,2510,108.1
2510,SAS,108.1
SAS,2511,108.1
2511,SAS,108.1
SAS,2512,108.1
2512,SAS,108.1
SAS,2513,108.1
2513,SAS,108.1
SAS,2514,108.1
2514,SAS,108.1
SAS,2515,108.1
2515,SAS,108.1
SAS,2516,108.1
2516,SAS,108.1
SAS,2517,108.1
2517,SAS,108.1
SAS,2518,108.1
2518,SAS,108.1
SAS,2519,108.1
2519,SAS,108.1
SAS,2520,108.1
2520,SAS,108.1
SAS,2521,108.1
2521,SAS,108.1
SAS,2522,108.1
2522,SAS,108.1
SAS,2523,108.1
2523,SAS,108.1
SAS,2524,108.1
2524,SAS,108.1
SAS,2525,108.1
2525,SAS,108.1
SAS,2526,108.1
2526,SAS,108.1
SAS,2527,108.1
2527,SAS,108.1
SAS,2528,108.1
2528,SAS,108.1
SAS,2529,108.1
2529,SAS,108.1
SAS,2530,108.1
2530,SAS,108.1
SAS,2531,108.1
2531,SAS,108.1
SAS,2532,108.1
2532,SAS,108.1
SAS,2533,108.1
2533,SAS,108.1
SAS,2534,108.1
2534,SAS,108.1
SAS,2535,108.1
2535,SAS,108.1
SAS,2536,108.1
2536,SAS,108.1
SAS,2537,108.1
2537,SAS,108.1
SAS,2538,108.1
2538,SAS,108.1
SAS,2539,108.1
2539,SAS,108.1
SAS,2540,108.1
2540,SAS,108.1
SAS,2541,108.1
2541,SAS,108.1
SAS,2542,108.1
2542,SAS,108.1
SAS,2543,108.1
2543,SAS,108.1
SAS,2544,108.1
2544,SAS,108.1
SAS,2545,108.1
2545,SAS,108.1
SAS,2546,108.1
2546,SAS,108.1
SAS,2547,108.1
2547,SAS,108.1
SAS,2548,108.1
2548,SAS,108.1
SAS,2549,108.1
2549,SAS,108.1
SAS,2550,108.1
2550,SAS,108.1
SAS,2551,108.1
2551,SAS,108.1
SAS,2552,108.1
2552,SAS,108.1
SAS,2553,108.1
2553,SAS,108.1
SAS,2554,108.1
2554,SAS,108.1
SAS,2555,108.1
2555,SAS,108.1
SAS,2556,108.1
2556,SAS,108.1
SAS,2557,108.1
2557,SAS,108.1
SAS,2558,108.1
2558,SAS,108.1
SAS,2559,108.1
2559,SAS,108.1
SAS,2560,108.1
2560,SAS,108.1
SAS,2561,108.1
2561,SAS,108.1
SAS,2562,108.1
2562,SAS,108.1
SAS,2563,108.1
2563,SAS,108.1
SAS,2564,108.1
2564,SAS,108.1
SAS,2565,108.1
2565,SAS,108.1
SAS,2566,108.1
2566,SAS,108.1
SAS,2567,108.1
2567,SAS,108.1
SAS,2568,108.1
2568,SAS,108.1
SAS,2569,108.1
2569,SAS,108.1
SAS,2570,108.1
2570,SAS,108.1
SAS,2571,108.1
2571,SAS,108.1
SAS,2572,108.1
2572,SAS,108.1
SAS,2573,108.1
2573,SAS,108.1
SAS,2574,108.1
2574,SAS,108.1
SAS,2575,108.1
2575,SAS,108.1
SAS,2576,108.1
2576,SAS,108.1
SAS,2577,108.1
2577,SAS,108.1
SAS,2578,108.1
2578,SAS,108.1
SAS,2579,108.1
2579,SAS,108.1
SAS,2580,108.1
2580,SAS,108.1
SAS,2581,108.1
2581,SAS,108.1
SAS,2582,108.1
2582,SAS,108.1
SAS,2583,108.1
2583,SAS,108.1
SAS,2584,108.1
2584,SAS,108.1
SAS,2585,108.1
2585,SAS,108.1
SAS,2586,108.1
2586,SAS,108.1
SAS,2587,108.1
2587,SAS,108.1
SAS,2588,108.1
2588,SAS,108.1
SAS,2589,108.1
2589,SAS,108.1
SAS,2590,108.1
2590,SAS,108.1
SAS,2591,108.1
2591,SAS,108.1
SAS,2592,108.1
2592,SAS,108.1
SAS,2593,108.1
2593,SAS,108.1
SAS,2594,108.1
2594,SAS,108.1
SAS,2595,108.1
2595,SAS,108.1
SAS,2596,108.1
2596,SAS,108.1
SAS,2597,108.1
2597,SAS,108.1
SAS,2598,108.1
2598,SAS,108.1
SAS,2599,108.1
2599,SAS,108.1
SAS,2600,108.1
2600,SAS,108.1
SAS,2601,108.1
2601,SAS,108.1
SAS,2602,108.1
2602,SAS,108.1
SAS,2603,108.1
2603,SAS,108.1
SAS,2604,108.1
2604,SAS,108.1
SAS,2605,108.1
2605,SAS,108.1
SAS,2606,108.1
2606,SAS,108.1
SAS,2607,108.1
2607,SAS,108.1
SAS,2608,108.1
2608,SAS,108.1
SAS,2609,108.1
2609,SAS,108.1
SAS,2610,108.1
2610,SAS,108.1
SAS,2611,108.1
2611,SAS,108.1
SAS,2612,108.1
2612,SAS,108.1
SAS,2613,108.1
2613,SAS,108.1
SAS,2614,108.1
2614,SAS,108.1
SAS,2615,108.1
2615,SAS,108.1
SAS,2616,108.1
2616,SAS,108.1
SAS,2617,108.1
2617,SAS,108.1
SAS,2618,108.1
2618,SAS,108.1
SAS,2619,108.1
2619,SAS,108.1
SAS,2620,108.1
2620,SAS,108.1
SAS,2621,108.1
2621,SAS,108.1
SAS,2622,108.1
2622,SAS,108.1
SAS,2623,108.1
2623,SAS,108.1
SAS,2624,108.1
2624,SAS,108.1
SAS,2625,108.1
2625,SAS,108.1
SAS,2626,108.1
2626,SAS,108.1
SAS,2627,108.1
2627,SAS,108.1
SAS,2628,108.1
2628,SAS,108.1
SAS,2629,108.1
2629,SAS,108.1
SAS,2630,108.1
2630,SAS,108.1
SAS,2631,108.1
2631,SAS,108.1
SAS,2632,108.1
2632,SAS,108.1
SAS,2633,108.1
2633,SAS,108.1
SAS,2634,108.1
2634,SAS,108.1
SAS,2635,108.1
2635,SAS,108.1
SAS,2636,108.1
2636,SAS,108.1
SAS,2637,108.1
2637,SAS,108.1
SAS,2638,108.1
2638,SAS,108.1
SAS,2639,108.1
2639,SAS,108.1
SAS,2640,108.1
2640,SAS,108.1
SAS,2641,108.1
2641,SAS,108.1
SAS,2642,108.1
2642,SAS,108.1
SAS,2643,108.1
2643,SAS,108.1
SAS,2644,108.1
2644,SAS,108.1
SAS,2645,108.1
2645,SAS,108.1
SAS,2646,108.1
2646,SAS,108.1
SAS,2647,108.1
2647,SAS,108.1
SAS,2648,108.1
2648,SAS,108.1
SAS,2649,108.1
2649,SAS,108.1
SAS,2650,108.1
2650,SAS,108.1
SAS,2651,108.1
2651,SAS,108.1
SAS,2652,108.1
2652,SAS,108.1
SAS,2653,108.1
2653,SAS,108.1
SAS,2654,108.1
2654,SAS,108.1
SAS,2655,108.1
2655,SAS,108.1
SAS,2656,108.1
2656,SAS,108.1
SAS,2657,108.1
2657,SAS,108.1
SAS,2658,108.1
2658,SAS,108.1
SAS,2659,108.1
2659,SAS,108.1
SAS,2660,108.1
2660,SAS,108.1
SAS,2661,108.1
2661,SAS,108.1
SAS,2662,108.1
2662,SAS,108.1
SAS,2663,108.1
2663,SAS,108.1
SAS,2664,108.1
2664,SAS,108.1
SAS,2665,108.1
2665,SAS,108.1
SAS,2666,108.1
2666,SAS,108.1
SAS,2667,108.1
2667,SAS,108.1
SAS,2668,108.1
2668,SAS,108.1
SAS,2669,108.1
2669,SAS,108.1
SAS,2670,108.1
2670,SAS,108.1
SAS,2671,108.1
2671,SAS,108.1
SAS,2672,108.1
2672,SAS,108.1
SAS,2673,108.1
2673,SAS,108.1
SAS,2674,108.1
2674,SAS,108.1
SAS,2675,108.1
2675,SAS,108.1
SAS,2676,108.1
